Sample ID	Inferred ID	Csore	DeltaCscore
2015-1341	2014-2622	1.10614525139665	0.538413071785609
2015-1341	2015-1512	1.10614525139665	0.538413071785609
2015-1341	2015-1557	1.10614525139665	0.538413071785609
2015-1341	2015-1428	1.10614525139665	0.538413071785609
2015-1341	2015-920	1.10614525139665	0.538413071785609
2015-1341	2015-740	1.10614525139665	0.538413071785609
2015-1341	2015-1429	1.10614525139665	0.538413071785609
2015-1341	2015-1397	1.10614525139665	0.538413071785609
2015-1341	2015-350	1.10614525139665	0.538413071785609
2015-1341	2015-900	1.10614525139665	0.538413071785609
2015-1341	2015-736	1.10614525139665	0.538413071785609
2015-1341	2015-250	1.10614525139665	0.538413071785609
2015-1341	2015-1536	1.10614525139665	0.538413071785609
2015-1341	2015-477	1.10614525139665	0.543295739348371
2015-1341	2015-897	1.09444444444444	0.543295739348371
2015-1341	2015-921	1.09444444444444	0.543295739348371
2015-1341	2015-860	1.09444444444444	0.543295739348371
2015-1341	2015-285	1.09444444444444	0.543295739348371
2015-1341	2015-734	1.09444444444444	0.543295739348371
2015-1341	2015-1342	1.09444444444444	0.543295739348371
2015-1341	2015-1434	1.09444444444444	0.543295739348371
2015-1341	2016-933	1.09444444444444	0.543295739348371
2015-1341	2015-1472	1.09444444444444	0.548124454783367
2015-1341	2016-942	1.0828729281768	0.548124454783367
2015-1341	2014-2198	1.0828729281768	0.548124454783367
2015-1341	2016-956	1.0828729281768	0.548124454783367
2015-1341	2015-773	1.0828729281768	0.548124454783367
2015-1341	2015-1447	1.0828729281768	0.548124454783367
2015-1341	2015-805	1.0828729281768	0.548124454783367
2015-1341	2015-769	1.0828729281768	0.548124454783367
2015-1341	2015-1543	1.0828729281768	0.548124454783367
2015-1341	2015-43	1.0828729281768	0.548124454783367
2015-1341	2015-37	1.0828729281768	0.548124454783367
2015-1341	2015-251	1.0828729281768	0.548124454783367
2015-1341	2015-777	1.0828729281768	0.552900107411386
2015-1341	2015-482	1.07142857142857	0.552900107411386
2015-1341	2015-1401	1.07142857142857	0.552900107411386
2015-1341	2015-1427	1.07142857142857	0.552900107411386
2015-1341	2016-944	1.07142857142857	0.552900107411386
2015-1341	2015-918	1.07142857142857	0.552900107411386
2015-1341	2014-2628	1.07142857142857	0.552900107411386
2015-1341	2015-927	1.07142857142857	0.552900107411386
2015-1341	2016-896	1.07142857142857	0.552900107411386
2015-1341	2015-1340	1.07142857142857	0.552900107411386
2015-1341	2016-935	1.07142857142857	0.552900107411386
2015-1341	2015-770	1.07142857142857	0.552900107411386
2015-1341	2015-1538	1.07142857142857	0.552900107411386
2015-1341	2016-957	1.07142857142857	0.557623567114508
2015-1341	2015-23	1.06010928961749	0.557623567114508
2015-1341	2015-803	1.06010928961749	0.557623567114508
2015-1341	2015-45	1.06010928961749	0.557623567114508
2015-1341	2015-809	1.06010928961749	0.557623567114508
2015-1341	2015-1398	1.06010928961749	0.557623567114508
2015-1341	2015-1555	1.06010928961749	0.557623567114508
2015-1341	2015-812	1.06010928961749	0.557623567114508
2015-1341	2016-889	1.06010928961749	0.557623567114508
2015-1341	2015-1338	1.06010928961749	0.557623567114508
2015-1341	2014-2621	1.06010928961749	0.557623567114508
2015-1341	2015-1404	1.06010928961749	0.557623567114508
2015-1341	2015-1478	1.06010928961749	0.557623567114508
2015-1341	2015-768	1.06010928961749	0.557623567114508
2015-1341	2015-36	1.06010928961749	0.557623567114508
2015-1341	2016-941	1.06010928961749	0.557623567114508
2015-1341	2015-895	1.06010928961749	0.557623567114508
2015-1341	2015-923	1.06010928961749	0.562295684864335
2015-1341	2015-286	1.04891304347826	0.562295684864335
2015-1341	2015-1402	1.04891304347826	0.562295684864335
2015-1341	2016-937	1.04891304347826	0.562295684864335
2015-1341	2015-1553	1.04891304347826	0.562295684864335
2015-1341	2016-949	1.04891304347826	0.562295684864335
2015-1341	2015-1446	1.04891304347826	0.562295684864335
2015-1341	2016-936	1.04891304347826	0.562295684864335
2015-1341	2015-901	1.04891304347826	0.562295684864335
2015-1341	2016-939	1.04891304347826	0.562295684864335
2015-1341	2015-806	1.04891304347826	0.562295684864335
2015-1341	2016-955	1.04891304347826	0.562295684864335
2015-1341	2015-517	1.04891304347826	0.562295684864335
2015-1341	2015-18	1.04891304347826	0.562295684864335
2015-1341	2016-929	1.04891304347826	0.562295684864335
2015-1341	2015-1337	1.04891304347826	0.562295684864335
2015-1341	2015-520	1.04891304347826	0.562295684864335
2015-1341	2015-41	1.04891304347826	0.562295684864335
2015-1341	2016-964	1.04891304347826	0.566917293233083
2015-1341	2015-1513	1.03783783783784	0.566917293233083
2015-1341	2015-245	1.03783783783784	0.566917293233083
2015-1341	2015-776	1.03783783783784	0.566917293233083
2015-1341	2016-923	1.03783783783784	0.566917293233083
2015-1341	2015-810	1.03783783783784	0.566917293233083
2015-1341	2015-862	1.03783783783784	0.566917293233083
2015-1341	2015-891	1.03783783783784	0.566917293233083
2015-1341	2015-1468	1.03783783783784	0.571489206888188
2015-1341	2015-1426	1.02688172043011	0.571489206888188
2015-1341	2015-1469	1.02688172043011	0.571489206888188
2015-1341	2016-958	1.02688172043011	0.571489206888188
2015-1341	2015-351	1.02688172043011	0.571489206888188
2015-1341	2015-898	1.02688172043011	0.571489206888188
2015-1341	2015-1451	1.02688172043011	0.571489206888188
2015-1341	2015-854	1.02688172043011	0.571489206888188
2015-1341	2015-865	1.02688172043011	0.571489206888188
2015-1341	2015-1506	1.02688172043011	0.571489206888188
2015-1341	2015-1445	1.02688172043011	0.571489206888188
2015-1341	2015-896	1.02688172043011	0.571489206888188
2015-1341	2015-737	1.02688172043011	0.571489206888188
2015-1341	2015-1554	1.02688172043011	0.576012223071047
2015-1341	2015-808	1.01604278074866	0.576012223071047
2015-1341	2015-514	1.01604278074866	0.576012223071047
2015-1341	2015-1507	1.01604278074866	0.576012223071047
2015-1341	2015-735	1.01604278074866	0.576012223071047
2015-1341	2015-247	1.01604278074866	0.576012223071047
2015-1341	2015-17	1.01604278074866	0.576012223071047
2015-1341	2015-771	1.01604278074866	0.576012223071047
2015-1341	2015-20	1.01604278074866	0.576012223071047
2015-1341	2015-1475	1.01604278074866	0.576012223071047
2015-1341	2016-940	1.01604278074866	0.576012223071047
2015-1341	2015-509	1.01604278074866	0.576012223071047
2015-1341	2015-35	1.01604278074866	0.576012223071047
2015-1341	2016-962	1.01604278074866	0.576012223071047
2015-1341	2015-1510	1.01604278074866	0.58048712206047
2015-1341	2015-922	1.00531914893617	0.58048712206047
2015-1341	2016-948	1.00531914893617	0.58048712206047
2015-1341	2015-511	1.00531914893617	0.58048712206047
2015-1341	2015-1436	1.00531914893617	0.58048712206047
2015-1341	2016-891	1.00531914893617	0.58048712206047
2015-1341	2015-802	1.00531914893617	0.58048712206047
2015-1341	2016-893	1.00531914893617	0.58048712206047
2015-1341	2015-8	1.00531914893617	0.584914667621435
2015-1341	2015-1400	0.994708994708995	0.584914667621435
2015-1341	2015-926	0.994708994708995	0.584914667621435
2015-1341	2016-894	0.994708994708995	0.584914667621435
2015-1341	2016-943	0.994708994708995	0.584914667621435
2015-1341	2014-2194	0.994708994708995	0.584914667621435
2015-1341	2016-934	0.994708994708995	0.584914667621435
2015-1341	2015-287	0.994708994708995	0.584914667621435
2015-1341	2015-6	0.994708994708995	0.589295607439652
2015-1341	2016-963	0.984210526315789	0.589295607439652
2015-1341	2015-858	0.984210526315789	0.589295607439652
2015-1341	2015-1534	0.984210526315789	0.593630673542495
2015-1341	2014-2201	0.973821989528796	0.593630673542495
2015-1341	2015-1470	0.973821989528796	0.593630673542495
2015-1341	2015-483	0.973821989528796	0.593630673542495
2015-1341	2015-1537	0.973821989528796	0.593630673542495
2015-1341	2015-4	0.973821989528796	0.597920582706767
2015-1341	2015-811	0.963541666666667	0.597920582706767
2015-1341	2015-24	0.963541666666667	0.602166036853793
2015-1341	2016-928	0.953367875647668	0.602166036853793
2015-1341	2015-924	0.953367875647668	0.606367723432292
2015-1341	2015-1474	0.943298969072165	0.606367723432292
2015-1341	2015-859	0.943298969072165	0.610526315789474
2015-1341	2015-1502	0.933333333333333	0.610526315789474
2015-1341	2015-899	0.933333333333333	0.610526315789474
2015-1341	2015-1558	0.933333333333333	0.614642473530766
2015-1341	2015-1540	0.923469387755102	0.614642473530766
2015-1341	2015-1433	0.923469387755102	0.614642473530766
2015-1341	2016-954	0.923469387755102	0.618716842868593
2015-1341	2015-813	0.913705583756345	0.618716842868593
2015-1341	2015-1425	0.913705583756345	0.622750056960583
2015-1341	2016-950	0.904040404040404	0.622750056960583
2015-1341	2015-893	0.904040404040404	0.626742736237579
2015-1341	2014-2624	0.894472361809045	0.626742736237579
2015-1341	2015-916	0.894472361809045	0.638483585200625
2015-1341	2015-46	0.866336633663366	0.649880799559875
2015-1341	2015-857	0.839024390243902	0.653606102635229
2015-1341	2015-478	0.830097087378641	0.653606102635229
2015-1341	2016-965	0.830097087378641	0.671702954067634
2015-1341	2015-2577	0.786729857819905	0.671702954067634
2015-1341	2015-804	0.786729857819905	0.671702954067634
2015-1341	2015-861	0.786729857819905	0.678703801757916
2015-1341	2015-2882	0.769953051643192	0.682155154240742
2015-1341	2015-3168	0.761682242990654	0.685574401119077
2015-1341	2016-799	0.753488372093023	0.685574401119077
2015-1341	2015-2604	0.753488372093023	0.685574401119077
2015-1341	2015-2888	0.753488372093023	0.688961988304094
2015-1341	2016-869	0.74537037037037	0.688961988304094
2015-1341	2015-3279	0.74537037037037	0.692318353487405
2015-1341	2015-3284	0.737327188940092	0.692318353487405
2015-1341	2015-3081	0.737327188940092	0.692318353487405
2015-1341	2015-2630	0.737327188940092	0.695643926329585
2015-1341	2015-2629	0.729357798165138	0.698939128643527
2015-1341	2015-2594	0.721461187214612	0.698939128643527
2015-1341	2015-3275	0.721461187214612	0.698939128643527
2015-1341	2015-2585	0.721461187214612	0.698939128643527
2015-1341	2015-2919	0.721461187214612	0.698939128643527
2015-1341	2015-3165	0.721461187214612	0.702204374572796
2015-1341	2016-826	0.713636363636364	0.702204374572796
2015-1341	2015-2583	0.713636363636364	0.702204374572796
2015-1341	2016-801	0.713636363636364	0.702204374572796
2015-1341	2015-2623	0.713636363636364	0.702204374572796
2015-1341	2015-2945	0.713636363636364	0.702204374572796
2015-1341	2016-831	0.713636363636364	0.702204374572796
2015-1341	2016-833	0.713636363636364	0.705440070765148
2015-1341	2015-2924	0.705882352941177	0.705440070765148
2015-1341	2015-2607	0.705882352941177	0.705440070765148
2015-1341	2016-870	0.705882352941177	0.705440070765148
2015-1341	2016-794	0.705882352941177	0.705440070765148
2015-1341	2016-871	0.705882352941177	0.708646616541353
2015-1341	2016-834	0.698198198198198	0.708646616541353
2015-1341	2015-3083	0.698198198198198	0.708646616541353
2015-1341	2016-864	0.698198198198198	0.708646616541353
2015-1341	2016-828	0.698198198198198	0.711824404059476
2015-1341	2015-2921	0.690582959641256	0.711824404059476
2015-1341	2016-796	0.690582959641256	0.711824404059476
2015-1341	2015-2584	0.690582959641256	0.714973818474758
2015-1341	2015-2590	0.683035714285714	0.714973818474758
2015-1341	2015-3080	0.683035714285714	0.714973818474758
2015-1341	2016-866	0.683035714285714	0.714973818474758
2015-1341	2015-3082	0.683035714285714	0.714973818474758
2015-1341	2015-2625	0.683035714285714	0.714973818474758
2015-1341	2016-868	0.683035714285714	0.714973818474758
2015-1341	2015-2887	0.683035714285714	0.714973818474758
2015-1341	2016-798	0.683035714285714	0.718095238095238
2015-1341	2016-800	0.675555555555556	0.718095238095238
2015-1341	2015-3086	0.675555555555556	0.718095238095238
2015-1341	2015-3085	0.675555555555556	0.718095238095238
2015-1341	2015-2922	0.675555555555556	0.721189034533236
2015-1341	2015-3227	0.668141592920354	0.721189034533236
2015-1341	2015-3277	0.668141592920354	0.721189034533236
2015-1341	2015-3169	0.668141592920354	0.721189034533236
2015-1341	2015-3234	0.668141592920354	0.721189034533236
2015-1341	2015-2883	0.668141592920354	0.721189034533236
2015-1341	2015-2946	0.668141592920354	0.721189034533236
2015-1341	2015-2588	0.668141592920354	0.721189034533236
2015-1341	2015-3283	0.668141592920354	0.721189034533236
2015-1341	2016-832	0.668141592920354	0.721189034533236
2015-1341	2015-2579	0.668141592920354	0.721189034533236
2015-1341	2015-2886	0.668141592920354	0.724255572852837
2015-1341	2015-3281	0.66079295154185	0.724255572852837
2015-1341	2015-3167	0.66079295154185	0.724255572852837
2015-1341	2015-3166	0.66079295154185	0.724255572852837
2015-1341	2016-867	0.66079295154185	0.724255572852837
2015-1341	2015-2581	0.66079295154185	0.724255572852837
2015-1341	2016-791	0.66079295154185	0.724255572852837
2015-1341	2015-3230	0.66079295154185	0.724255572852837
2015-1341	2016-795	0.66079295154185	0.724255572852837
2015-1341	2015-3235	0.66079295154185	0.724255572852837
2015-1341	2016-793	0.66079295154185	0.724255572852837
2015-1341	2015-39	0.66079295154185	0.724255572852837
2015-1341	2015-2576	0.66079295154185	0.727295211713494
2015-1341	2016-862	0.653508771929825	0.727295211713494
2015-1341	2015-3237	0.653508771929825	0.727295211713494
2015-1341	2015-2606	0.653508771929825	0.727295211713494
2015-1341	2015-2608	0.653508771929825	0.727295211713494
2015-1341	2015-3236	0.653508771929825	0.727295211713494
2015-1341	2016-823	0.653508771929825	0.727295211713494
2015-1341	2016-830	0.653508771929825	0.727295211713494
2015-1341	2016-887	0.653508771929825	0.727295211713494
2015-1341	2015-2917	0.653508771929825	0.727295211713494
2015-1341	2015-2881	0.653508771929825	0.727295211713494
2015-1341	2015-3231	0.653508771929825	0.730308303509866
2015-1341	2015-3278	0.646288209606987	0.730308303509866
2015-1341	2015-2627	0.646288209606987	0.730308303509866
2015-1341	2015-2595	0.646288209606987	0.730308303509866
2015-1341	2015-3238	0.646288209606987	0.730308303509866
2015-1341	2015-2572	0.646288209606987	0.730308303509866
2015-1341	2015-2578	0.646288209606987	0.730308303509866
2015-1341	2015-2609	0.646288209606987	0.733295194508009
2015-1341	2015-2949	0.639130434782609	0.733295194508009
2015-1341	2015-2885	0.639130434782609	0.733295194508009
2015-1341	2015-2952	0.639130434782609	0.733295194508009
2015-1341	2015-3232	0.639130434782609	0.733295194508009
2015-1341	2015-3170	0.639130434782609	0.733295194508009
2015-1341	2015-3229	0.639130434782609	0.736256224978029
2015-1341	2015-2947	0.632034632034632	0.736256224978029
2015-1341	2016-863	0.632034632034632	0.736256224978029
2015-1341	2016-824	0.632034632034632	0.736256224978029
2015-1341	2015-3164	0.632034632034632	0.736256224978029
2015-1341	2015-3084	0.632034632034632	0.736256224978029
2015-1341	2016-829	0.632034632034632	0.736256224978029
2015-1341	2015-2951	0.632034632034632	0.739191729323308
2015-1341	2016-790	0.625	0.739191729323308
2015-1341	2015-2918	0.625	0.739191729323308
2015-1341	2015-2603	0.625	0.739191729323308
2015-1341	2015-2591	0.625	0.739191729323308
2015-1341	2016-827	0.625	0.742102036206396
2015-1341	2016-872	0.618025751072961	0.742102036206396
2015-1341	2015-2605	0.618025751072961	0.742102036206396
2015-1341	2015-2573	0.618025751072961	0.742102036206396
2015-1341	2016-792	0.618025751072961	0.744987468671679
2015-1341	2016-797	0.611111111111111	0.744987468671679
2015-1341	2016-888	0.611111111111111	0.744987468671679
2015-1341	2015-2592	0.611111111111111	0.744987468671679
2015-1341	2015-2586	0.611111111111111	0.744987468671679
2015-1341	2015-2575	0.611111111111111	0.747848344264918
2015-1341	2015-2626	0.604255319148936	0.747848344264918
2015-1341	2015-2574	0.604255319148936	0.750684975149739
2015-1341	2015-2923	0.597457627118644	0.750684975149739
2015-1341	2015-3233	0.597457627118644	0.750684975149739
2015-1341	2016-865	0.597457627118644	0.750684975149739
2015-1341	2015-2587	0.597457627118644	0.750684975149739
2015-1341	2015-2610	0.597457627118644	0.753497668221186
2015-1341	2015-2884	0.590717299578059	0.756286725216402
2015-1341	2015-3276	0.584033613445378	0.756286725216402
2015-1341	2015-2593	0.584033613445378	0.756286725216402
2015-1341	2015-2948	0.584033613445378	0.759052442822537
2015-1341	2015-2589	0.577405857740586	0.759052442822537
2015-1341	2015-3079	0.577405857740586	0.759052442822537
2015-1341	2015-2950	0.577405857740586	0.759052442822537
2015-1341	2015-2582	0.577405857740586	0.761795112781955
2015-1341	2015-3280	0.570833333333333	0.769887682168384
2015-1341	2015-2628	0.551440329218107	0.769887682168384
2015-1341	2016-825	0.551440329218107	0.769887682168384
2015-1341	2015-3282	0.551440329218107	0.769887682168384
2015-1341	2015-2580	0.551440329218107	0.769887682168384
2015-1341	2016-885	0.551440329218107	0.775172625441154
2015-1341	2015-3228	0.538775510204082	0
2015-737	2015-737	2.0650406504065	0.42897455737108
2015-737	2015-917	1.17919075144509	0.44103487064117
2015-737	2015-1513	1.15428571428571	0.44103487064117
2015-737	2015-1405	1.15428571428571	0.44103487064117
2015-737	2015-1473	1.15428571428571	0.44696224051539
2015-737	2015-1543	1.14204545454545	0.452822634458828
2015-737	2015-1404	1.12994350282486	0.452822634458828
2015-737	2015-740	1.12994350282486	0.452822634458828
2015-737	2015-42	1.12994350282486	0.452822634458828
2015-737	2016-890	1.12994350282486	0.458617181279306
2015-737	2016-946	1.11797752808989	0.458617181279306
2015-737	2015-856	1.11797752808989	0.458617181279306
2015-737	2015-250	1.11797752808989	0.458617181279306
2015-737	2016-895	1.11797752808989	0.458617181279306
2015-737	2016-952	1.11797752808989	0.458617181279306
2015-737	2016-928	1.11797752808989	0.458617181279306
2015-737	2015-1336	1.11797752808989	0.458617181279306
2015-737	2015-17	1.11797752808989	0.464346984559891
2015-737	2016-925	1.10614525139665	0.464346984559891
2015-737	2015-733	1.10614525139665	0.47001312335958
2015-737	2015-923	1.09444444444444	0.47001312335958
2015-737	2015-513	1.09444444444444	0.47001312335958
2015-737	2015-1436	1.09444444444444	0.47001312335958
2015-737	2015-1467	1.09444444444444	0.47001312335958
2015-737	2015-776	1.09444444444444	0.475616652890764
2015-737	2015-1506	1.0828729281768	0.475616652890764
2015-737	2015-1552	1.0828729281768	0.475616652890764
2015-737	2015-769	1.0828729281768	0.475616652890764
2015-737	2015-805	1.0828729281768	0.475616652890764
2015-737	2016-926	1.0828729281768	0.475616652890764
2015-737	2015-1510	1.0828729281768	0.475616652890764
2015-737	2015-480	1.0828729281768	0.475616652890764
2015-737	2014-2197	1.0828729281768	0.475616652890764
2015-737	2015-1333	1.0828729281768	0.475616652890764
2015-737	2015-1447	1.0828729281768	0.481158605174353
2015-737	2015-354	1.07142857142857	0.481158605174353
2015-737	2015-1503	1.07142857142857	0.481158605174353
2015-737	2015-1397	1.07142857142857	0.481158605174353
2015-737	2015-919	1.07142857142857	0.481158605174353
2015-737	2015-862	1.07142857142857	0.481158605174353
2015-737	2015-38	1.07142857142857	0.481158605174353
2015-737	2015-925	1.07142857142857	0.481158605174353
2015-737	2014-2196	1.07142857142857	0.486639989673422
2015-737	2015-1334	1.06010928961749	0.486639989673422
2015-737	2016-933	1.06010928961749	0.486639989673422
2015-737	2015-1557	1.06010928961749	0.486639989673422
2015-737	2016-927	1.06010928961749	0.486639989673422
2015-737	2015-1471	1.06010928961749	0.486639989673422
2015-737	2015-894	1.06010928961749	0.486639989673422
2015-737	2016-953	1.06010928961749	0.486639989673422
2015-737	2016-959	1.06010928961749	0.486639989673422
2015-737	2015-1435	1.06010928961749	0.492061793906196
2015-737	2015-509	1.04891304347826	0.492061793906196
2015-737	2016-924	1.04891304347826	0.492061793906196
2015-737	2014-2621	1.04891304347826	0.492061793906196
2015-737	2015-481	1.04891304347826	0.492061793906196
2015-737	2015-1407	1.04891304347826	0.492061793906196
2015-737	2015-243	1.04891304347826	0.492061793906196
2015-737	2015-355	1.04891304347826	0.492061793906196
2015-737	2015-855	1.04891304347826	0.492061793906196
2015-737	2015-1541	1.04891304347826	0.492061793906196
2015-737	2015-1402	1.04891304347826	0.492061793906196
2015-737	2016-935	1.04891304347826	0.492061793906196
2015-737	2015-245	1.04891304347826	0.492061793906196
2015-737	2015-1446	1.04891304347826	0.497424984039157
2015-737	2015-1535	1.03783783783784	0.497424984039157
2015-737	2016-932	1.03783783783784	0.497424984039157
2015-737	2015-1337	1.03783783783784	0.497424984039157
2015-737	2015-736	1.03783783783784	0.497424984039157
2015-737	2015-927	1.03783783783784	0.497424984039157
2015-737	2015-248	1.03783783783784	0.497424984039157
2015-737	2015-1507	1.03783783783784	0.497424984039157
2015-737	2015-1406	1.03783783783784	0.497424984039157
2015-737	2015-803	1.03783783783784	0.497424984039157
2015-737	2015-1476	1.03783783783784	0.497424984039157
2015-737	2015-22	1.03783783783784	0.497424984039157
2015-737	2014-2622	1.03783783783784	0.497424984039157
2015-737	2016-896	1.03783783783784	0.502730505461011
2015-737	2015-350	1.02688172043011	0.502730505461011
2015-737	2016-889	1.02688172043011	0.502730505461011
2015-737	2015-734	1.02688172043011	0.502730505461011
2015-737	2015-515	1.02688172043011	0.502730505461011
2015-737	2015-43	1.02688172043011	0.502730505461011
2015-737	2015-891	1.02688172043011	0.502730505461011
2015-737	2015-775	1.02688172043011	0.502730505461011
2015-737	2015-1339	1.02688172043011	0.502730505461011
2015-737	2016-934	1.02688172043011	0.502730505461011
2015-737	2015-6	1.02688172043011	0.502730505461011
2015-737	2014-2199	1.02688172043011	0.502730505461011
2015-737	2015-1540	1.02688172043011	0.502730505461011
2015-737	2015-812	1.02688172043011	0.502730505461011
2015-737	2015-735	1.02688172043011	0.502730505461011
